name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Marcos Giron,USA,2024,27,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Giron_RGQ19_%2842%29_%2848002686247%29.jpg/330px-Giron_RGQ19_%2842%29_%2848002686247%29.jpg
Christopher Eubanks,USA,2024,11,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Eubanks_BOR22_%2852083970356%29.jpg/330px-Eubanks_BOR22_%2852083970356%29.jpg
Stan Wawrinka,SUI,2024,10,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Wawrinka_RG19_%2816%29_%2848199015787%29.jpg/330px-Wawrinka_RG19_%2816%29_%2848199015787%29.jpg
Jaume Munar,ESP,2024,13,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Munar_RG19_%2828%29_%2848199153407%29.jpg/330px-Munar_RG19_%2828%29_%2848199153407%29.jpg
Cristian Garin,CHI,2024,9,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Garin_WM19_%281%29_%2848521991327%29.jpg/330px-Garin_WM19_%281%29_%2848521991327%29.jpg
Hugo Gaston,FRA,2024,13,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Gaston_BOR22_%2852084213579%29_%28edited%29.jpg/330px-Gaston_BOR22_%2852084213579%29_%28edited%29.jpg
Zizou Bergs,BEL,2024,17,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Zizou_Bergs_%282023_US_Open%29_03_%28cropped%29.jpg/330px-Zizou_Bergs_%282023_US_Open%29_03_%28cropped%29.jpg
Jannik Sinner,ITA,2024,74,7,8,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Jannik_Sinner_2025_US_Open.jpg/330px-Jannik_Sinner_2025_US_Open.jpg
Daniel Elahi Galan,COL,2024,7,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Daniel_Elahi_Gal%C3%A1n_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Daniel_Elahi_Gal%C3%A1n_%282024_DC_Open%29_01_%28cropped%29.jpg
Flavio Cobolli,ITA,2024,35,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Cobolli_RGQ23_%2852944096963%29.jpg/330px-Cobolli_RGQ23_%2852944096963%29.jpg
Quentin Halys,FRA,2024,11,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Halys_BOR22_%2852084206029%29.jpg/330px-Halys_BOR22_%2852084206029%29.jpg
Yoshihito Nishioka,JPN,2024,20,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Yoshi_Nishioka_%282023_DC_Open%29_05.jpg/330px-Yoshi_Nishioka_%282023_DC_Open%29_05.jpg
Arthur Cazaux,FRA,2024,10,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Arthur_Cazaux_%282023_US_Open%29_01.jpg/330px-Arthur_Cazaux_%282023_US_Open%29_01.jpg
David Goffin,BEL,2024,17,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/David_Goffin_%282024_DC_Open%29_03_%28cropped%29.jpg/330px-David_Goffin_%282024_DC_Open%29_03_%28cropped%29.jpg
Federico Coria,ARG,2024,8,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Coria_RG22_%284%29_%2852143065527%29.jpg/330px-Coria_RG22_%284%29_%2852143065527%29.jpg
Jakub Mensik,CZE,2024,25,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Jakub_Men%C5%A1%C3%ADk_%282023_US_Open%29_14_%28cropped%29.jpg/330px-Jakub_Men%C5%A1%C3%ADk_%282023_US_Open%29_14_%28cropped%29.jpg
Maximilian Marterer,GER,2024,6,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Marterer_WMQ23_%2853061122527%29.jpg/330px-Marterer_WMQ23_%2853061122527%29.jpg
Constant Lestienne,FRA,2024,3,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lestienne_RGQ19_%288%29_%2848002696316%29.jpg/330px-Lestienne_RGQ19_%288%29_%2848002696316%29.jpg
Daniil Medvedev,RUS,2024,46,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Danill_Medvedev_Miami_2019_%28cropped%29.jpg/330px-Danill_Medvedev_Miami_2019_%28cropped%29.jpg
Dominik Koepfer,GER,2024,16,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Koepfer_RG21_%283%29_%2851375393702%29.jpg/330px-Koepfer_RG21_%283%29_%2851375393702%29.jpg
Sumit Nagal,IND,2024,5,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Nagal_RGQ22_%2814%29_%2852129786409%29.jpg/330px-Nagal_RGQ22_%2814%29_%2852129786409%29.jpg
Carlos Alcaraz,ESP,2024,54,13,4,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg/330px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg
Luciano Darderi,ITA,2024,25,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Darderi_RGQ23_%2852944097003%29.jpg/330px-Darderi_RGQ23_%2852944097003%29.jpg
Mariano Navone,ARG,2024,18,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Road_2_Australia_-_Navone_V_Burruchaga_Final_-_BugWarp_206_%28cropped%29.jpg/330px-Road_2_Australia_-_Navone_V_Burruchaga_Final_-_BugWarp_206_%28cropped%29.jpg
Nicolas Moreno De Alboran,USA,2024,6,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Nicolas_Moreno_de_Alboran_%282023_Cary%29_03_%28cropped%29.jpg/330px-Nicolas_Moreno_de_Alboran_%282023_Cary%29_03_%28cropped%29.jpg
Gabriel Diallo,CAN,2024,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Diallo_WMQ23_%2853061896439%29.jpg/330px-Diallo_WMQ23_%2853061896439%29.jpg
Corentin Moutet,FRA,2024,14,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Corentin_Moutet_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Corentin_Moutet_%282025_DC_Open%29_01_%28cropped%29.jpg
Luca Nardi,ITA,2024,4,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Nardi_WMQ23_%2853061881614%29.jpg/330px-Nardi_WMQ23_%2853061881614%29.jpg
Fabio Fognini,ITA,2024,12,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Fabio_Fognini_2018_US_Open_%28cropped%29.jpg/330px-Fabio_Fognini_2018_US_Open_%28cropped%29.jpg
Brandon Nakashima,USA,2024,28,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg
Kei Nishikori,JPN,2024,8,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Nishikori_RG18_%2856%29_%2842077294635%29.jpg/330px-Nishikori_RG18_%2856%29_%2842077294635%29.jpg
Matteo Berrettini,ITA,2024,32,12,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Matteo_Berrettini_at_2025_Miami_Open_01_%28cropped%29_%28cropped%29.jpg/330px-Matteo_Berrettini_at_2025_Miami_Open_01_%28cropped%29_%28cropped%29.jpg
Hamad Medjedovic,SRB,2024,9,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Medjedovic_RGQ23.jpg/330px-Medjedovic_RGQ23.jpg
Giovanni Mpetshi Perricard,FRA,2024,17,12,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Giovanni_Mpetshi_Perricard_%282024_US_Open%29_01_%28cropped%29.jpg/330px-Giovanni_Mpetshi_Perricard_%282024_US_Open%29_01_%28cropped%29.jpg
Pablo Carreno Busta,ESP,2024,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Carreno_Busta_MCM22_%287%29_%2852035375722%29.jpg/330px-Carreno_Busta_MCM22_%287%29_%2852035375722%29.jpg
Reilly Opelka,USA,2024,7,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Reilly_Opelka_%282024_DC_Open%29_03_%28cropped%29.jpg/330px-Reilly_Opelka_%282024_DC_Open%29_03_%28cropped%29.jpg
Bu Yunchaokete,CHN,2024,9,6,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Bu_WMQ23_%2853062101020%29.jpg/330px-Bu_WMQ23_%2853062101020%29.jpg
Taylor Fritz,USA,2025,53,23,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Taylor_Fritz_-_Delray_Beach_Open_Final_Round_%28cropped%29.jpg/330px-Taylor_Fritz_-_Delray_Beach_Open_Final_Round_%28cropped%29.jpg
Hubert Hurkacz,POL,2025,15,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hubi_Hurkacz_%282023_DC_Open%29_01.jpg/330px-Hubi_Hurkacz_%282023_DC_Open%29_01.jpg
Tomas Machac,CZE,2025,23,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Machac_WMQ23_%2853062093175%29.jpg/330px-Machac_WMQ23_%2853062093175%29.jpg
Zhizhen Zhang,CHN,2025,5,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Zhang_Zhizhen_%282023_US_Open%29_05_%28cropped%29.jpg/330px-Zhang_Zhizhen_%282023_US_Open%29_05_%28cropped%29.jpg
Flavio Cobolli,ITA,2025,34,27,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Cobolli_RGQ23_%2852944096963%29.jpg/330px-Cobolli_RGQ23_%2852944096963%29.jpg
Felix Auger Aliassime,CAN,2025,51,24,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg/330px-F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg
Casper Ruud,NOR,2025,39,17,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Ruud_RG22_%2858%29_%2852144535415%29.jpg/330px-Ruud_RG22_%2858%29_%2852144535415%29.jpg
Stefanos Tsitsipas,GRE,2025,22,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Tsitsipas_S._MCM22_%28cropped%29.jpg/330px-Tsitsipas_S._MCM22_%28cropped%29.jpg
Pablo Carreno Busta,ESP,2025,9,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Carreno_Busta_MCM22_%287%29_%2852035375722%29.jpg/330px-Carreno_Busta_MCM22_%287%29_%2852035375722%29.jpg
Ugo Humbert,FRA,2025,25,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Ugo_Humbert%2C_Swiss_Indoors_Basel_%28cropped%29.jpg/330px-Ugo_Humbert%2C_Swiss_Indoors_Basel_%28cropped%29.jpg
Alexander Zverev,GER,2025,58,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Alexander_Zverev.jpg/330px-Alexander_Zverev.jpg
Alex De Minaur,AUS,2025,57,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Alex_de_Minaur_2024.jpg/330px-Alex_de_Minaur_2024.jpg
Tomas Martin Etcheverry,ARG,2025,26,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg/330px-Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg
Jiri Lehecka,CZE,2025,41,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lehecka_MCM23_%285%29_%2852883527310%29.jpg/330px-Lehecka_MCM23_%285%29_%2852883527310%29.jpg
Reilly Opelka,USA,2025,25,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Reilly_Opelka_%282024_DC_Open%29_03_%28cropped%29.jpg/330px-Reilly_Opelka_%282024_DC_Open%29_03_%28cropped%29.jpg
Giovanni Mpetshi Perricard,FRA,2025,19,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Giovanni_Mpetshi_Perricard_%282024_US_Open%29_01_%28cropped%29.jpg/330px-Giovanni_Mpetshi_Perricard_%282024_US_Open%29_01_%28cropped%29.jpg
Grigor Dimitrov,BUL,2025,18,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Grigor_Dimitrov_%282023_DC_Open%29_01.jpg/330px-Grigor_Dimitrov_%282023_DC_Open%29_01.jpg
Novak Djokovic,SRB,2025,39,11,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg/330px-Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg
Jakub Mensik,CZE,2025,34,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Jakub_Men%C5%A1%C3%ADk_%282023_US_Open%29_14_%28cropped%29.jpg/330px-Jakub_Men%C5%A1%C3%ADk_%282023_US_Open%29_14_%28cropped%29.jpg
Nicolas Jarry,CHI,2025,9,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nicol%C3%A1s_Jarry_%282023_US_Open%29_05_%28cropped%29.jpg/330px-Nicol%C3%A1s_Jarry_%282023_US_Open%29_05_%28cropped%29.jpg
Gael Monfils,FRA,2025,18,16,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Gael_Monfils_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Gael_Monfils_%282025_DC_Open%29_01_%28cropped%29.jpg
Matteo Arnaldi,ITA,2025,20,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg/330px-Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg
Frances Tiafoe,USA,2025,26,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/FrancesTiafo.jpg/330px-FrancesTiafo.jpg
Dusan Lajovic,SRB,2025,4,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Lajovic_MCM22_%2824%29_%2852036456588%29.jpg/330px-Lajovic_MCM22_%2824%29_%2852036456588%29.jpg
Benjamin Bonzi,FRA,2025,15,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Bonzi_MLC21_%282%29_%2851602502868%29.jpg/330px-Bonzi_MLC21_%282%29_%2851602502868%29.jpg
Yoshihito Nishioka,JPN,2025,10,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Yoshi_Nishioka_%282023_DC_Open%29_05.jpg/330px-Yoshi_Nishioka_%282023_DC_Open%29_05.jpg
Alex Michelsen,USA,2025,25,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alex_Michelsen_%282023_US_Open%29_25_%28cropped%29.jpg/330px-Alex_Michelsen_%282023_US_Open%29_25_%28cropped%29.jpg
Aleksandar Vukic,AUS,2025,15,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Vukic_RGQ22_%285%29_%2852128494517%29.jpg/330px-Vukic_RGQ22_%285%29_%2852128494517%29.jpg
Rinky Hijikata,AUS,2025,8,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Rinky_Hijikata_%282023_Cary%29_%28cropped2%29.jpg/330px-Rinky_Hijikata_%282023_Cary%29_%28cropped2%29.jpg
Nishesh Basavareddy,USA,2025,9,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Nishesh_Basavareddy_%282024_Cary%29_01.jpg/330px-Nishesh_Basavareddy_%282024_Cary%29_01.jpg
Alexei Popyrin,AUS,2025,17,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Popyrin_RG19_%2846%29_%2848199101562%29.jpg/330px-Popyrin_RG19_%2846%29_%2848199101562%29.jpg
Adam Walton,AUS,2025,13,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Adam_Walton_%282023_Cary%29_06.jpg/330px-Adam_Walton_%282023_Cary%29_06.jpg
Arthur Cazaux,FRA,2025,16,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Arthur_Cazaux_%282023_US_Open%29_01.jpg/330px-Arthur_Cazaux_%282023_US_Open%29_01.jpg
Alejandro Tabilo,CHI,2025,12,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Tabilo_RGQ23_%2852942983162%29.jpg/330px-Tabilo_RGQ23_%2852942983162%29.jpg
Mariano Navone,ARG,2025,18,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Road_2_Australia_-_Navone_V_Burruchaga_Final_-_BugWarp_206_%28cropped%29.jpg/330px-Road_2_Australia_-_Navone_V_Burruchaga_Final_-_BugWarp_206_%28cropped%29.jpg
Arthur Rinderknech,FRA,2025,27,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg/330px-Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg
Holger Rune,DEN,2025,36,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Rune_RG22_%284%29_%2852144534990%29.jpg/330px-Rune_RG22_%284%29_%2852144534990%29.jpg
Matteo Berrettini,ITA,2025,22,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Matteo_Berrettini_at_2025_Miami_Open_01_%28cropped%29_%28cropped%29.jpg/330px-Matteo_Berrettini_at_2025_Miami_Open_01_%28cropped%29_%28cropped%29.jpg
David Goffin,BEL,2025,11,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/David_Goffin_%282024_DC_Open%29_03_%28cropped%29.jpg/330px-David_Goffin_%282024_DC_Open%29_03_%28cropped%29.jpg
Yannick Hanfmann,GER,2025,12,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Hanfmann_RGQ23_%2852944097178%29.jpg/330px-Hanfmann_RGQ23_%2852944097178%29.jpg
Alexandre Muller,FRA,2025,24,27,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Muller_RGQ22_%2837%29_%2852129571758%29.jpg/330px-Muller_RGQ22_%2837%29_%2852129571758%29.jpg
Kei Nishikori,JPN,2025,10,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Nishikori_RG18_%2856%29_%2842077294635%29.jpg/330px-Nishikori_RG18_%2856%29_%2842077294635%29.jpg
Jaume Munar,ESP,2025,31,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Munar_RG19_%2828%29_%2848199153407%29.jpg/330px-Munar_RG19_%2828%29_%2848199153407%29.jpg
Fabian Marozsan,HUN,2025,26,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/F%C3%A1bi%C3%A1n_Marozs%C3%A1n_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-F%C3%A1bi%C3%A1n_Marozs%C3%A1n_%282025_DC_Open%29_01_%28cropped%29.jpg
Cameron Norrie,GBR,2025,34,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Norrie_MCM23_%2817%29_%2852883520940%29.jpg/330px-Norrie_MCM23_%2817%29_%2852883520940%29.jpg
Arthur Fils,FRA,2025,22,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fils_BOR22_%2852083970501%29.jpg/330px-Fils_BOR22_%2852083970501%29.jpg
Lorenzo Musetti,ITA,2025,45,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Musetti_MCM23_%2811%29_%2852883593753%29.jpg/330px-Musetti_MCM23_%2811%29_%2852883593753%29.jpg
Andrey Rublev,RUS,2025,36,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg/330px-Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg
Karen Khachanov,RUS,2025,32,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Karen_Khachanov_%282024_DC_Open%29_02.jpg/330px-Karen_Khachanov_%282024_DC_Open%29_02.jpg
Lorenzo Sonego,ITA,2025,26,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sonego_MCM22_%2822%29_%2852035355412%29.jpg/330px-Sonego_MCM22_%2822%29_%2852035355412%29.jpg
Miomir Kecmanovic,SRB,2025,25,28,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg/330px-Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg
Zizou Bergs,BEL,2025,32,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Zizou_Bergs_%282023_US_Open%29_03_%28cropped%29.jpg/330px-Zizou_Bergs_%282023_US_Open%29_03_%28cropped%29.jpg
Gabriel Diallo,CAN,2025,30,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Diallo_WMQ23_%2853061896439%29.jpg/330px-Diallo_WMQ23_%2853061896439%29.jpg
Roman Safiullin,RUS,2025,7,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Safiullin_MLC21_%2851602479998%29.jpg/330px-Safiullin_MLC21_%2851602479998%29.jpg
Coleman Wong,HKG,2025,9,6,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Coleman_Wong_W22.jpg/330px-Coleman_Wong_W22.jpg
Denis Shapovalov,CAN,2025,26,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Denis_Shapovalov%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg/330px-Denis_Shapovalov%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg
Learner Tien,USA,2025,36,24,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Learner_Tien_%282024_US_Open%29_04.jpg/330px-Learner_Tien_%282024_US_Open%29_04.jpg
Brandon Nakashima,USA,2025,33,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg
Luciano Darderi,ITA,2025,29,27,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Darderi_RGQ23_%2852944097003%29.jpg/330px-Darderi_RGQ23_%2852944097003%29.jpg
Bu Yunchaokete,CHN,2025,13,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Bu_WMQ23_%2853062101020%29.jpg/330px-Bu_WMQ23_%2853062101020%29.jpg
Alejandro Davidovich Fokina,ESP,2025,44,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg
Roberto Carballes Baena,ESP,2025,12,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg/330px-Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg
Sebastian Korda,USA,2025,23,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Sebastian_Korda_%282023_DC_Open%29_02.jpg/330px-Sebastian_Korda_%282023_DC_Open%29_02.jpg
Marcos Giron,USA,2025,24,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Giron_RGQ19_%2842%29_%2848002686247%29.jpg/330px-Giron_RGQ19_%2842%29_%2848002686247%29.jpg
Alexander Bublik,KAZ,2025,37,22,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg/330px-Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg
Tristan Schoolkate,AUS,2025,6,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Tristan_Schoolkate_%282024_DC_Open%29_01.jpg/330px-Tristan_Schoolkate_%282024_DC_Open%29_01.jpg
Roberto Bautista Agut,ESP,2025,15,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg/330px-Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg
Ben Shelton,USA,2025,41,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Ben_Shelton%2C_media_conference%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg/330px-Ben_Shelton%2C_media_conference%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg
Francisco Cerundolo,ARG,2025,38,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg/330px-Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg
Luca Nardi,ITA,2025,9,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Nardi_WMQ23_%2853061881614%29.jpg/330px-Nardi_WMQ23_%2853061881614%29.jpg
Jan Lennard Struff,GER,2025,15,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Struff_MCM23_%2837%29_%2852883307264%29.jpg/330px-Struff_MCM23_%2837%29_%2852883307264%29.jpg
Sebastian Baez,ARG,2025,17,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Baez_RG22_%28cropped%29.jpg/330px-Baez_RG22_%28cropped%29.jpg
Adrian Mannarino,FRA,2025,13,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg
Daniel Altmaier,GER,2025,22,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Altmaier_RG22_%2824%29_%2852144567090%29.jpg/330px-Altmaier_RG22_%2824%29_%2852144567090%29.jpg
Francisco Comesana,ARG,2025,19,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Francisco_Comesa%C3%B1a_%282023_US_Open%29_03.jpg/330px-Francisco_Comesa%C3%B1a_%282023_US_Open%29_03.jpg
Jannik Sinner,ITA,2025,58,6,6,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Jannik_Sinner_2025_US_Open.jpg/330px-Jannik_Sinner_2025_US_Open.jpg
Tallon Griekspoor,NED,2025,30,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Griekspoor_RG22_%281%29_%2852144112028%29.jpg/330px-Griekspoor_RG22_%281%29_%2852144112028%29.jpg
Botic Van De Zandschulp,NED,2025,16,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Van_de_Zandschulp_MCM22_%2811%29_%2852036444288%29.jpg/330px-Van_de_Zandschulp_MCM22_%2811%29_%2852036444288%29.jpg
