name,team_abbr,season_year,position,games,ppg,rpg,apg,spg,bpg,fg_pct,fg3_pct,ts_pct,headshot
Kevin Restani,,1978,F,54,2.8,2.0,0.6,0.1,0.1,0.431,0.0,0.443,
Kevin Restani,KCK,1978,F,46,2.8,2.0,0.5,0.1,0.1,0.424,0.0,0.441,
Kevin Restani,MIL,1979,F,81,7.1,4.8,1.5,0.4,0.3,0.495,0.0,0.512,
Kevin Restani,SA,1980,F,82,10.7,4.7,2.3,0.7,0.1,0.508,0.172,0.548,
Kevin Restani,SA,1981,F,64,7.0,2.7,1.3,0.2,0.2,0.52,0.375,0.551,
Kevin Restani,,1982,F,47,1.6,2.4,0.5,0.2,0.2,0.364,0.0,0.389,
Kevin Restani,SA,1982,F,13,1.6,2.7,0.5,0.1,0.3,0.321,0.0,0.353,
Kevin Restani,CLE,1982,F,34,1.6,2.3,0.4,0.3,0.2,0.383,0.0,0.406,
Kevin Salvadori,SAC,1997,C,23,1.6,1.1,0.4,0.1,0.6,0.364,0.0,0.452,
Kevin Salvadori,SAC,1998,C,16,0.3,1.2,0.2,0.0,0.7,0.077,0.0,0.16,
Kevin Stacom,BOS,1975,G,61,2.8,0.9,0.8,0.2,0.0,0.453,0.0,0.499,
Kevin Stacom,BOS,1976,G,77,5.3,2.1,1.7,0.3,0.1,0.439,0.0,0.478,
Kevin Stacom,BOS,1977,G,79,5.1,1.2,1.5,0.2,0.0,0.409,0.0,0.436,
Kevin Stacom,BOS,1978,G,55,8.5,1.9,2.0,0.5,0.1,0.426,0.0,0.452,
Kevin Stacom,,1979,G,68,4.4,1.2,1.6,0.4,0.0,0.374,0.0,0.407,
Kevin Stacom,IND,1979,G,44,4.2,1.4,1.8,0.3,0.0,0.364,0.0,0.403,
Kevin Stacom,BOS,1979,G,24,4.9,1.0,1.5,0.6,0.0,0.391,0.0,0.414,
Kevin Thompson,POR,1994,C,14,0.9,0.9,0.2,0.0,0.1,0.429,0.0,0.437,
Kevin Williams,SA,1984,G,19,3.9,0.7,2.3,0.4,0.2,0.431,0.0,0.52,
Kevin Williams,CLE,1985,G,46,3.5,1.4,1.3,0.5,0.1,0.433,0.0,0.503,
Kevin Williams,SEA,1987,G,65,4.9,1.3,1.0,0.7,0.1,0.446,0.0,0.491,
Kevin Williams,SEA,1988,G,80,6.3,1.6,1.2,0.8,0.1,0.442,0.143,0.498,
Kevin Williams,,1989,G,50,4.2,1.4,1.1,0.6,0.2,0.405,0.167,0.462,
Kevin Williams,NJN,1989,G,41,4.3,1.2,0.9,0.6,0.2,0.399,0.167,0.459,
Kevin Willis,ATL,1985,F,82,9.3,6.4,0.4,0.4,0.6,0.467,0.222,0.497,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1986,F,82,12.3,8.6,0.5,0.8,0.5,0.517,0.0,0.545,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1987,F,81,16.1,10.5,0.8,0.8,0.8,0.536,0.25,0.57,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1988,F,75,11.6,7.3,0.4,0.9,0.5,0.518,0.0,0.548,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1990,F,81,12.4,8.0,0.7,0.8,0.6,0.519,0.286,0.551,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1991,F,80,13.1,8.8,1.2,0.8,0.5,0.504,0.4,0.533,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1992,F,81,18.3,15.5,2.1,0.9,0.7,0.483,0.162,0.535,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1993,F,80,17.9,12.8,2.1,0.8,0.5,0.506,0.241,0.531,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,ATL,1994,F,80,19.1,12.0,1.9,1.0,0.5,0.499,0.375,0.538,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,,1995,F,67,17.2,10.9,1.3,0.9,0.5,0.466,0.2,0.504,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,MIA,1995,F,65,17.1,10.7,1.3,0.9,0.5,0.469,0.214,0.506,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,,1996,F,75,10.6,8.5,0.7,0.4,0.5,0.456,0.111,0.496,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,MIA,1996,F,47,10.2,8.9,0.7,0.4,0.5,0.473,0.0,0.513,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,GS,1996,F,28,11.2,7.8,0.7,0.5,0.6,0.433,0.25,0.472,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,HOU,1997,F,75,11.2,7.5,0.9,0.6,0.4,0.481,0.143,0.515,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,HOU,1998,F,81,16.1,8.4,1.0,0.7,0.5,0.51,0.143,0.555,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,TOR,1999,C,42,12.0,8.3,1.6,0.7,0.7,0.418,0.0,0.489,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,TOR,2000,F,79,7.6,6.1,0.6,0.5,0.6,0.415,0.333,0.471,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,,2001,C,78,9.3,6.8,0.6,0.7,0.7,0.441,0.167,0.478,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,TOR,2001,C,35,8.8,6.4,0.6,0.5,0.6,0.461,0.0,0.507,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Kevin Willis,DEN,2001,C,43,9.6,7.2,0.7,0.9,0.7,0.428,0.25,0.459,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/KevinWillisMichigan.jpg/330px-KevinWillisMichigan.jpg
Keyon Dooling,LAC,2001,G,76,5.9,1.2,2.3,0.5,0.1,0.409,0.35,0.509,
Khalid El-Amin,CHI,2001,G,50,6.3,1.6,2.9,1.0,0.0,0.37,0.333,0.458,
Khalid Reeves,MIA,1995,G,67,9.2,2.8,4.3,1.1,0.1,0.443,0.392,0.561,
Khalid Reeves,,1996,G,51,5.5,1.5,2.3,0.7,0.1,0.419,0.308,0.53,
Khalid Reeves,CHH,1996,G,20,8.1,2.0,3.6,0.8,0.1,0.458,0.306,0.577,
Khalid Reeves,NJN,1996,G,31,3.8,1.3,1.5,0.7,0.1,0.376,0.309,0.477,
Khalid Reeves,,1997,G,63,8.2,1.9,3.6,0.5,0.1,0.391,0.366,0.508,
Khalid Reeves,NJN,1997,G,50,8.3,1.8,3.4,0.5,0.1,0.393,0.396,0.528,
Khalid Reeves,DAL,1997,G,13,7.8,2.4,4.3,0.8,0.2,0.387,0.2,0.439,
Khalid Reeves,DAL,1998,G,82,8.7,2.3,2.8,1.0,0.1,0.418,0.368,0.522,
Khalid Reeves,DET,1999,G,11,2.3,0.6,1.0,0.4,0.0,0.381,0.333,0.46,
Kiki Vandeweghe,DEN,1981,F,51,11.5,5.3,1.8,0.6,0.5,0.426,0.0,0.484,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,DEN,1982,F,82,21.5,5.6,3.0,0.6,0.4,0.56,0.077,0.612,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,DEN,1983,F,82,26.7,5.3,2.5,0.8,0.5,0.547,0.294,0.613,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,DEN,1984,F,78,29.4,4.8,3.1,0.7,0.6,0.558,0.367,0.618,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,POR,1985,F,72,22.4,3.2,1.5,0.5,0.3,0.534,0.333,0.603,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,POR,1986,F,79,24.8,2.7,2.4,0.7,0.2,0.54,0.125,0.614,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,POR,1987,F,79,26.9,3.2,2.8,0.7,0.2,0.523,0.481,0.597,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,POR,1988,F,37,20.2,2.9,1.9,0.6,0.2,0.508,0.379,0.587,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,,1989,F,45,11.1,1.6,1.5,0.4,0.2,0.469,0.396,0.536,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,POR,1989,F,18,13.9,1.9,1.9,0.4,0.2,0.475,0.421,0.542,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,NY,1989,F,27,9.2,1.3,1.3,0.4,0.3,0.464,0.3,0.531,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,NY,1990,F,22,11.7,2.4,1.9,0.7,0.1,0.442,0.526,0.512,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,NY,1991,F,75,16.3,2.4,1.5,0.6,0.1,0.494,0.362,0.582,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,NY,1992,F,67,7.0,1.3,0.9,0.2,0.1,0.491,0.394,0.558,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kiki Vandeweghe,LAC,1993,F,41,6.2,1.2,0.6,0.3,0.2,0.453,0.324,0.547,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kiki_Vandeweghe.jpg/330px-Kiki_Vandeweghe.jpg
Kim Anderson,POR,1979,F,21,3.0,2.1,0.7,0.2,0.2,0.312,0.0,0.353,
Kim Hughes,NYN,1977,C,81,4.0,7.0,1.2,1.5,1.5,0.427,0.0,0.418,
Kim Hughes,NJN,1978,C,56,2.2,4.3,0.7,0.9,0.9,0.356,0.0,0.356,
Kim Hughes,DEN,1979,C,81,2.6,4.1,0.9,0.7,1.3,0.538,0.0,0.53,
Kim Hughes,DEN,1980,C,70,3.1,4.7,1.1,0.9,1.1,0.505,0.0,0.498,
Kim Hughes,,1981,C,53,1.0,2.4,0.7,0.5,0.7,0.386,0.0,0.388,
Kim Hughes,CLE,1981,C,45,0.7,1.7,0.5,0.4,0.5,0.356,0.0,0.356,
Kiwane Garris,DEN,1998,G,28,2.4,0.7,1.0,0.2,0.0,0.338,0.357,0.447,
Kleggie Hermsen,CHS,1950,C,67,8.1,0.0,1.5,0.0,0.0,0.319,0.0,0.377,
Kleggie Hermsen,,1951,C,71,7.5,6.3,1.3,0.0,0.0,0.293,0.0,0.356,
Kleggie Hermsen,,1953,C,10,1.1,1.9,0.4,0.0,0.0,0.129,0.0,0.166,
Kobe Bryant,LAL,1997,G,71,7.6,1.9,1.3,0.7,0.3,0.417,0.375,0.544,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Kobe_Bryant_Dec_2014.jpg/330px-Kobe_Bryant_Dec_2014.jpg
Kobe Bryant,LAL,1998,G,79,15.4,3.1,2.5,0.9,0.5,0.428,0.341,0.548,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Kobe_Bryant_Dec_2014.jpg/330px-Kobe_Bryant_Dec_2014.jpg
Kobe Bryant,LAL,1999,G,50,19.9,5.3,3.8,1.4,1.0,0.465,0.267,0.549,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Kobe_Bryant_Dec_2014.jpg/330px-Kobe_Bryant_Dec_2014.jpg
Kobe Bryant,LAL,2000,G,66,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.546,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Kobe_Bryant_Dec_2014.jpg/330px-Kobe_Bryant_Dec_2014.jpg
Kobe Bryant,LAL,2001,G,68,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.552,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Kobe_Bryant_Dec_2014.jpg/330px-Kobe_Bryant_Dec_2014.jpg
Kornel David,CHI,1999,F,50,6.2,3.5,0.8,0.5,0.3,0.449,0.0,0.528,
Kornel David,,2000,F,32,5.6,2.5,0.5,0.5,0.1,0.427,0.0,0.493,
Kornel David,CHI,2000,F,26,6.5,2.8,0.6,0.5,0.1,0.426,0.0,0.492,
Kornel David,,2001,F,27,2.3,1.9,0.3,0.2,0.1,0.49,0.0,0.547,
Kornel David,TOR,2001,F,17,2.5,1.9,0.2,0.1,0.2,0.517,0.0,0.605,
Kornel David,DET,2001,F,10,2.0,1.9,0.3,0.4,0.1,0.455,0.0,0.455,
Kurk Lee,NJN,1991,G,48,1.4,0.6,0.7,0.2,0.0,0.268,0.2,0.396,
Kurt Nimphius,DAL,1982,C,63,5.3,4.7,1.0,0.3,1.3,0.461,0.0,0.489,
Kurt Nimphius,DAL,1983,C,81,5.3,5.0,1.4,0.3,1.4,0.49,1.0,0.511,
Kurt Nimphius,DAL,1984,C,82,7.9,6.3,2.1,0.5,1.8,0.52,0.25,0.544,
Kurt Nimphius,DAL,1985,C,82,6.1,5.0,2.2,0.4,1.5,0.452,0.0,0.504,
Kurt Nimphius,,1986,F,80,11.2,5.7,0.8,0.4,1.3,0.506,0.0,0.554,
Kurt Nimphius,DAL,1986,F,13,7.0,4.6,1.1,0.2,0.9,0.514,0.0,0.537,
Kurt Nimphius,LAC,1986,F,67,12.0,5.9,0.7,0.4,1.4,0.505,0.0,0.556,
Kurt Nimphius,,1987,F,66,5.9,2.8,0.4,0.3,0.8,0.47,0.0,0.511,
Kurt Nimphius,LAC,1987,F,38,7.8,3.5,0.5,0.4,1.1,0.472,0.0,0.507,
Kurt Nimphius,DET,1987,F,28,3.4,1.9,0.2,0.1,0.5,0.462,0.0,0.521,
Kurt Nimphius,SA,1988,C,72,4.4,2.1,0.7,0.3,0.8,0.498,0.0,0.538,
Kurt Nimphius,PHI,1990,C,38,2.4,1.6,0.2,0.1,0.5,0.418,0.0,0.432,
Kurt Rambis,LAL,1982,F,64,4.6,5.4,0.9,0.9,1.2,0.518,0.0,0.528,
Kurt Rambis,LAL,1983,F,78,7.5,6.8,1.2,1.3,0.8,0.569,0.0,0.601,
Kurt Rambis,LAL,1984,F,47,3.6,5.7,0.7,0.6,0.3,0.558,0.0,0.591,
Kurt Rambis,LAL,1985,F,82,5.2,6.4,0.8,1.0,0.6,0.554,0.0,0.577,
Kurt Rambis,LAL,1986,F,74,5.5,7.0,0.9,0.9,0.4,0.595,0.0,0.632,
Kurt Rambis,LAL,1987,F,78,5.7,5.8,0.8,0.9,0.5,0.521,0.0,0.584,
Kurt Rambis,LAL,1988,F,70,4.0,3.8,0.8,0.6,0.2,0.548,0.0,0.61,
Kurt Rambis,CHH,1989,F,75,11.1,9.4,2.1,1.3,0.8,0.518,0.0,0.565,
Kurt Rambis,,1990,F,74,6.2,7.1,1.8,1.4,0.5,0.509,0.0,0.539,
Kurt Rambis,CHH,1990,F,16,9.1,7.5,1.8,2.0,0.6,0.5,0.0,0.521,
Kurt Rambis,PHX,1990,F,58,5.4,7.0,1.8,1.2,0.5,0.514,0.0,0.547,
Kurt Rambis,PHX,1991,F,62,3.6,4.3,1.0,0.4,0.2,0.497,0.0,0.553,
Kurt Rambis,PHX,1992,F,28,3.2,3.8,1.3,0.4,0.5,0.463,0.0,0.5,
Kurt Rambis,,1993,F,72,2.5,3.2,0.7,0.6,0.2,0.519,0.0,0.562,
Kurt Rambis,SAC,1993,F,67,2.5,3.3,0.8,0.6,0.3,0.516,0.0,0.561,
Kurt Rambis,LAL,1994,F,50,3.3,3.8,0.6,0.4,0.5,0.518,0.0,0.565,
Kurt Rambis,LAL,1995,F,26,1.7,1.3,0.6,0.1,0.3,0.514,0.0,0.546,
Kurt Thomas,MIA,1996,F,74,9.0,5.9,0.6,0.6,0.5,0.501,0.0,0.533,
Kurt Thomas,MIA,1997,F,18,6.3,5.9,0.5,0.7,0.5,0.371,0.0,0.451,
Kurt Thomas,NY,1999,F,50,8.1,5.7,1.1,0.9,0.3,0.462,0.0,0.489,
Kurt Thomas,NY,2000,F,80,8.0,6.3,1.0,0.6,0.5,0.505,0.333,0.542,
Kurt Thomas,NY,2001,F,77,10.4,6.7,0.8,0.8,0.9,0.511,0.333,0.566,
Kyle Macy,PHX,1981,G,82,8.1,1.6,2.0,0.9,0.1,0.511,0.235,0.567,
Kyle Macy,PHX,1982,G,82,14.2,3.2,4.7,1.7,0.1,0.514,0.39,0.57,
Kyle Macy,PHX,1983,G,82,9.9,2.0,3.4,0.8,0.1,0.517,0.303,0.578,
Kyle Macy,PHX,1984,G,82,10.1,2.3,4.3,1.5,0.1,0.501,0.329,0.545,
Kyle Macy,PHX,1985,G,65,11.0,2.8,5.8,1.3,0.0,0.485,0.271,0.555,
Kyle Macy,CHI,1986,G,82,8.6,2.2,5.4,1.0,0.1,0.483,0.411,0.557,
Kyle Macy,IND,1987,G,76,4.9,1.5,2.6,0.8,0.1,0.481,0.304,0.524,
LaBradford Smith,WSB,1992,G,48,5.1,1.7,2.1,0.9,0.0,0.407,0.095,0.456,
LaBradford Smith,WSB,1993,G,69,9.3,1.5,2.7,0.8,0.1,0.458,0.348,0.51,
LaBradford Smith,,1994,G,66,5.0,1.3,1.7,0.6,0.1,0.405,0.35,0.484,
LaBradford Smith,SAC,1994,G,59,5.1,1.3,1.8,0.6,0.1,0.403,0.35,0.476,
Lamar Green,PHX,1970,F,58,4.2,4.8,0.3,0.0,0.0,0.432,0.0,0.459,
Lamar Green,PHX,1971,F,68,5.9,6.9,0.8,0.0,0.0,0.453,0.0,0.479,
Lamar Green,PHX,1972,F,67,5.0,5.2,0.7,0.0,0.0,0.446,0.0,0.492,
Lamar Green,PHX,1973,F,80,6.7,9.3,1.1,0.0,0.0,0.431,0.0,0.469,
Lamar Green,PHX,1974,F,72,4.1,4.9,0.6,0.4,0.5,0.407,0.0,0.427,
Lamar Green,NOJ,1975,C,15,3.8,7.3,1.1,0.3,0.3,0.343,0.0,0.362,
Lamar Odom,LAC,2000,F,76,16.6,7.8,4.2,1.2,1.2,0.438,0.36,0.521,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Lamar_Odom_%2837%29_%28cropped%29.jpg/330px-Lamar_Odom_%2837%29_%28cropped%29.jpg
Lamar Odom,LAC,2001,F,76,17.2,7.8,5.2,1.0,1.6,0.46,0.316,0.536,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Lamar_Odom_%2837%29_%28cropped%29.jpg/330px-Lamar_Odom_%2837%29_%28cropped%29.jpg
Lamond Murray,LAC,1995,F,81,14.1,4.4,1.6,0.9,0.7,0.402,0.298,0.472,
Lamond Murray,LAC,1996,F,77,8.4,3.2,1.1,0.8,0.3,0.447,0.319,0.513,
Lamond Murray,LAC,1997,F,74,7.4,3.1,0.8,0.7,0.4,0.416,0.341,0.52,
Lamond Murray,LAC,1998,F,79,15.4,6.1,1.8,1.5,0.7,0.481,0.353,0.548,
Lamond Murray,LAC,1999,F,50,12.2,3.9,1.2,1.2,0.4,0.391,0.33,0.473,
Lamond Murray,CLE,2000,F,74,15.9,5.7,1.8,1.4,0.5,0.451,0.367,0.517,
Lamond Murray,CLE,2001,F,78,12.8,4.4,1.6,1.1,0.3,0.423,0.37,0.49,
Lanard Copeland,PHI,1990,G,23,3.2,0.4,0.4,0.0,0.0,0.456,0.2,0.499,
Lanard Copeland,LAC,1992,G,10,1.6,0.7,0.5,0.2,0.0,0.304,0.0,0.335,
Lancaster Gordon,LAC,1985,G,63,4.1,1.0,1.4,0.5,0.1,0.383,0.222,0.42,
Lancaster Gordon,LAC,1986,G,60,5.2,1.1,1.0,0.6,0.2,0.377,0.25,0.422,
Lancaster Gordon,LAC,1987,G,70,7.5,1.8,2.0,0.9,0.2,0.406,0.292,0.448,
Lance Blanks,DET,1991,G,38,1.7,0.5,0.7,0.2,0.1,0.426,0.125,0.476,
Lance Blanks,DET,1992,G,43,1.5,0.5,0.4,0.3,0.0,0.455,0.375,0.535,
Lance Blanks,MIN,1993,G,61,2.6,1.1,1.2,0.3,0.1,0.433,0.256,0.491,
LaPhonso Ellis,DEN,1993,F,82,14.7,9.1,1.8,0.9,1.4,0.504,0.154,0.549,
LaPhonso Ellis,DEN,1994,F,79,15.4,8.6,2.1,0.8,1.0,0.502,0.304,0.542,
LaPhonso Ellis,DEN,1996,F,45,10.5,7.2,1.6,0.8,0.7,0.438,0.182,0.474,
LaPhonso Ellis,DEN,1997,F,55,21.9,7.0,2.4,0.8,0.7,0.439,0.367,0.529,
LaPhonso Ellis,DEN,1998,F,76,14.2,7.2,2.8,0.9,0.6,0.407,0.284,0.484,
LaPhonso Ellis,ATL,1999,F,20,10.2,5.5,0.9,0.4,0.3,0.421,0.2,0.47,
LaPhonso Ellis,ATL,2000,F,58,8.4,5.0,1.0,0.6,0.4,0.45,0.143,0.481,
LaPhonso Ellis,MIN,2001,F,82,9.4,6.0,1.1,0.8,0.9,0.464,0.318,0.524,
Lari Ketner,,2000,F,22,1.5,1.5,0.0,0.2,0.1,0.406,0.0,0.456,
Lari Ketner,CLE,2000,F,16,1.5,1.7,0.0,0.2,0.1,0.409,0.0,0.455,
Laron Profit,WSH,2000,G,33,1.5,0.8,0.8,0.2,0.1,0.356,0.176,0.386,
Laron Profit,WSH,2001,G,35,4.3,1.8,2.5,1.0,0.3,0.394,0.269,0.47,
Larry Bird,BOS,1980,F,82,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.538,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1981,F,82,21.2,10.9,5.5,2.0,0.8,0.478,0.27,0.528,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1982,F,77,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.557,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1983,F,79,23.6,11.0,5.8,1.9,0.9,0.504,0.286,0.561,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1984,F,79,24.2,10.1,6.6,1.8,0.9,0.492,0.247,0.552,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1985,F,80,28.7,10.5,6.6,1.6,1.2,0.522,0.427,0.585,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1986,F,82,25.8,9.8,6.8,2.0,0.6,0.496,0.423,0.58,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1987,F,74,28.1,9.2,7.6,1.8,0.9,0.525,0.4,0.612,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1988,F,76,29.9,9.2,6.1,1.6,0.8,0.527,0.414,0.608,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1990,F,75,24.3,9.5,7.5,1.4,0.8,0.473,0.333,0.546,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1991,F,60,19.4,8.5,7.2,1.8,1.0,0.454,0.389,0.53,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Bird,BOS,1992,F,45,20.2,9.6,6.8,0.9,0.7,0.466,0.406,0.547,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/330px-Larrybird.jpg
Larry Cannon,PHI,1974,G,19,6.2,1.9,2.7,0.4,0.2,0.386,0.0,0.42,
Larry Comley,BAL,1964,G,12,2.1,1.6,1.0,0.0,0.0,0.216,0.0,0.284,
Larry Costello,PHW,1955,G,19,6.2,2.6,4.1,0.0,0.0,0.331,0.0,0.385,https://upload.wikimedia.org/wikipedia/commons/b/b0/1961%E2%80%9362_Fleer_-_Larry_Costello_%28cropped%29.jpg
Larry Costello,PHW,1957,G,72,7.6,4.5,3.3,0.0,0.0,0.374,0.0,0.46,https://upload.wikimedia.org/wikipedia/commons/b/b0/1961%E2%80%9362_Fleer_-_Larry_Costello_%28cropped%29.jpg
Larry Costello,SYR,1958,G,72,14.9,5.2,4.4,0.0,0.0,0.426,0.0,0.51,https://upload.wikimedia.org/wikipedia/commons/b/b0/1961%E2%80%9362_Fleer_-_Larry_Costello_%28cropped%29.jpg
Larry Costello,SYR,1959,G,70,15.8,5.2,5.4,0.0,0.0,0.437,0.0,0.503,https://upload.wikimedia.org/wikipedia/commons/b/b0/1961%E2%80%9362_Fleer_-_Larry_Costello_%28cropped%29.jpg
Larry Costello,SYR,1960,G,71,14.0,5.5,6.3,0.0,0.0,0.453,0.0,0.523,https://upload.wikimedia.org/wikipedia/commons/b/b0/1961%E2%80%9362_Fleer_-_Larry_Costello_%28cropped%29.jpg
